account_id,signup_date,attribution_source
acct_01095,09-01-2024,campaign_A
acct_01206,09-01-2024,campaign_A
acct_00010,10-01-2024,campaign_A
acct_00041,10-01-2024,campaign_A
acct_00072,10-01-2024,campaign_A
acct_01003,10-01-2024,campaign_A
acct_01034,10-01-2024,campaign_A
acct_01065,07-01-2024,campaign_A
acct_01096,10-01-2024,campaign_A
acct_01207,10-01-2024,campaign_A
acct_00011,11-01-2024,campaign_A
acct_00042,11-01-2024,campaign_A
acct_00073,11-01-2024,campaign_A
acct_01004,11-01-2024,campaign_A
acct_01035,11-01-2024,campaign_A
acct_01066,11-01-2024,campaign_A
acct_01097,11-01-2024,campaign_A
acct_01208,11-01-2024,campaign_A
acct_00012,07-01-2024,campaign_A
acct_00043,07-01-2024,campaign_A
acct_00074,12-01-2024,campaign_A
acct_01005,12-01-2024,campaign_A
acct_01036,12-01-2024,campaign_A
acct_01067,12-01-2024,campaign_A
acct_01098,12-01-2024,campaign_A
acct_01209,12-01-2024,campaign_A
acct_00013,13-01-2024,campaign_A
acct_00044,13-01-2024,campaign_A
acct_00075,13-01-2024,campaign_A
acct_01006,13-01-2024,campaign_A
acct_01037,13-01-2024,campaign_A
acct_01068,13-01-2024,campaign_A
acct_01099,13-01-2024,campaign_A
acct_01210,13-01-2024,campaign_A
acct_00014,14-01-2024,campaign_A
acct_00045,14-01-2024,campaign_A
acct_00076,14-01-2024,campaign_A
acct_01007,14-01-2024,campaign_A
acct_01038,15-01-2024,campaign_A
acct_01069,14-01-2024,campaign_A
acct_01100,14-01-2024,campaign_A
acct_01211,14-01-2024,campaign_A
acct_00015,15-01-2024,campaign_A
acct_00046,15-01-2024,campaign_A
acct_00077,15-01-2024,campaign_A
acct_01008,15-01-2024,campaign_A
acct_01039,15-01-2024,campaign_A
acct_01070,15-01-2024,campaign_A
acct_01101,15-01-2024,campaign_A
acct_01212,15-01-2024,campaign_A
acct_00016,16-01-2024,campaign_A
acct_00047,16-01-2024,campaign_A
acct_00078,16-01-2024,campaign_A
acct_01009,16-01-2024,campaign_A
acct_01040,16-01-2024,campaign_A
acct_01071,16-01-2024,campaign_A
acct_01102,16-01-2024,campaign_A
acct_01213,16-01-2024,campaign_A
acct_00017,17-01-2024,campaign_A
acct_00048,17-01-2024,campaign_A
acct_00079,17-01-2024,campaign_A
acct_01010,17-01-2024,campaign_A
acct_01041,17-01-2024,campaign_A
acct_01072,17-01-2024,campaign_A
acct_01103,17-01-2024,campaign_A
acct_01214,17-01-2024,campaign_A
acct_00018,18-01-2024,campaign_A
acct_00049,18-01-2024,campaign_A
acct_00080,18-01-2024,campaign_A
acct_01011,18-01-2024,campaign_A
acct_01042,18-01-2024,campaign_A
acct_01073,18-01-2024,campaign_A
acct_01104,18-01-2024,campaign_A
acct_01215,18-01-2024,campaign_A
acct_00019,19-01-2024,campaign_A
acct_00050,19-01-2024,campaign_A
acct_00081,19-01-2024,campaign_A
acct_01012,19-01-2024,campaign_A
acct_01043,19-01-2024,campaign_A
acct_01074,19-01-2024,campaign_A
acct_01105,19-01-2024,campaign_A
acct_01216,19-01-2024,campaign_A
acct_00020,20-01-2024,campaign_A
acct_00051,20-01-2024,campaign_A
acct_00082,20-01-2024,campaign_A
acct_01013,20-01-2024,campaign_A
acct_01044,20-01-2024,campaign_A
acct_01075,20-01-2024,campaign_A
acct_01106,20-01-2024,campaign_A
acct_01217,20-01-2024,campaign_A
acct_00021,21-01-2024,campaign_A
acct_00052,21-01-2024,campaign_A
acct_00083,21-01-2024,campaign_A
acct_01014,21-01-2024,campaign_A
acct_01045,21-01-2024,campaign_A
acct_01076,21-01-2024,campaign_A
acct_01107,21-01-2024,campaign_A
acct_01218,21-01-2024,campaign_A
acct_00022,23-01-2024,campaign_A
acct_00053,22-01-2024,campaign_A
acct_00084,22-01-2024,campaign_A
acct_01015,22-01-2024,campaign_A
acct_01046,22-01-2024,campaign_A
acct_01077,22-01-2024,campaign_A
acct_01108,22-01-2024,campaign_A
acct_01219,22-01-2024,campaign_A
acct_00023,23-01-2024,campaign_A
acct_00054,23-01-2024,campaign_A
acct_00085,23-01-2024,campaign_A
acct_01016,23-01-2024,campaign_A
acct_01047,23-01-2024,campaign_A
acct_01078,23-01-2024,campaign_A
acct_01109,23-01-2024,campaign_A
acct_01220,23-01-2024,campaign_A
acct_00024,22-01-2024,campaign_A
acct_00055,24-01-2024,campaign_A
acct_00086,24-01-2024,campaign_A
acct_01017,24-01-2024,campaign_A
acct_01048,24-01-2024,campaign_A
acct_01079,24-01-2024,campaign_A
acct_01110,24-01-2024,campaign_A
acct_01221,24-01-2024,campaign_A
acct_00025,25-01-2024,campaign_A
acct_00056,25-01-2024,campaign_A
acct_00087,25-01-2024,campaign_A
acct_01018,25-01-2024,campaign_A
acct_01049,25-01-2024,campaign_A
acct_01080,25-01-2024,campaign_A
acct_01111,25-01-2024,campaign_A
acct_01222,25-01-2024,campaign_A
acct_00026,26-01-2024,campaign_A
acct_00057,26-01-2024,campaign_A
acct_00088,26-01-2024,campaign_A
acct_01019,26-01-2024,campaign_A
acct_01050,26-01-2024,campaign_A
acct_01081,25-01-2024,campaign_A
acct_01112,25-01-2024,campaign_A
acct_01223,26-01-2024,campaign_A
acct_00027,27-01-2024,campaign_A
acct_00058,27-01-2024,campaign_A
acct_00089,25-01-2024,campaign_A
acct_01020,27-01-2024,campaign_A
acct_01051,27-01-2024,campaign_A
acct_01082,27-01-2024,campaign_A
acct_01113,27-01-2024,campaign_A
acct_01224,27-01-2024,campaign_A
acct_00028,28-01-2024,campaign_A
acct_00059,28-01-2024,campaign_A
acct_00090,28-01-2024,campaign_A
acct_01021,21-01-2024,campaign_A
acct_01052,21-01-2024,campaign_A
acct_01083,28-01-2024,campaign_A
acct_01114,28-01-2024,campaign_A
acct_01225,28-01-2024,campaign_A
acct_00029,29-01-2024,campaign_A
acct_00060,29-01-2024,campaign_A
acct_00091,29-01-2024,campaign_A
acct_01022,29-01-2024,campaign_A
acct_01053,29-01-2024,campaign_A
acct_01084,29-01-2024,campaign_A
acct_01115,29-01-2024,campaign_A
acct_01226,29-01-2024,campaign_A
acct_00030,30-01-2024,campaign_A
acct_00061,30-01-2024,campaign_A
acct_00092,30-01-2024,campaign_A
acct_01023,30-01-2024,campaign_A
acct_01054,30-01-2024,campaign_A
acct_01085,30-01-2024,campaign_A
acct_01116,30-01-2024,campaign_A
acct_01227,30-01-2024,campaign_A
acct_00031,31-01-2024,campaign_A
acct_00062,31-01-2024,campaign_A
acct_00093,31-01-2024,campaign_A
acct_01024,31-01-2024,campaign_A
acct_01055,31-01-2024,campaign_A
acct_01086,15-01-2024,campaign_A
acct_01117,01-01-2024,campaign_A
acct_01228,15-01-2024,campaign_A
acct_01238,01-01-2024,campaign_A | FR
acct_02777,01-01-2024,campaign_A | FR
acct_02778,01-01-2024,campaign_A | FR
acct_02779,01-01-2024,campaign_A | FR
acct_02780,01-01-2024,campaign_A | FR
acct_02781,01-01-2024,campaign_A | FR
acct_02782,01-01-2024,campaign_A | FR
acct_02783,02-01-2024,campaign_A | FR
acct_02784,02-01-2024,campaign_A | FR
acct_02785,02-01-2024,campaign_A | FR
acct_02786,02-01-2024,campaign_A | FR
acct_02787,02-01-2024,campaign_A | FR
acct_02788,02-01-2024,campaign_A | FR
acct_01246,03-01-2024,campaign_A | FR
acct_02789,03-01-2024,campaign_A | FR
acct_02790,03-01-2024,campaign_A | FR
acct_02791,03-01-2024,campaign_A | FR
acct_02792,03-01-2024,campaign_A | FR
acct_02793,03-01-2024,campaign_A | FR
acct_02794,03-01-2024,campaign_A | FR
acct_01411,04-01-2024,campaign_A | FR
acct_02795,01-01-2024,campaign_A | FR
acct_02796,01-01-2024,campaign_A | FR
acct_02797,04-01-2024,campaign_A | FR
acct_02798,04-01-2024,campaign_A | FR
acct_02799,04-01-2024,campaign_A | FR
acct_02800,04-01-2024,campaign_A | FR
acct_01259,05-01-2024,campaign_A | FR
acct_02801,05-01-2024,campaign_A | FR
acct_02802,05-01-2024,campaign_A | FR
acct_02803,05-01-2024,campaign_A | FR
acct_02804,05-01-2024,campaign_A | FR
acct_02805,05-01-2024,campaign_A | FR
acct_02806,05-01-2024,campaign_A | FR
acct_01264,06-01-2024,campaign_A | FR
acct_02807,06-01-2024,campaign_A | FR
acct_02808,06-01-2024,campaign_A | FR
acct_02809,06-01-2024,campaign_A | FR
acct_02810,06-01-2024,campaign_A | FR
acct_02811,06-01-2024,campaign_A | FR
acct_02812,06-01-2024,campaign_A | FR
acct_02813,07-01-2024,campaign_A | FR
acct_02814,07-01-2024,campaign_A | FR
acct_02815,07-01-2024,campaign_A | FR
acct_02816,07-01-2024,campaign_A | FR
acct_02817,07-01-2024,campaign_A | FR
acct_02818,07-01-2024,campaign_A | FR
acct_02819,08-01-2024,campaign_A | FR
acct_02820,08-01-2024,campaign_A | FR
acct_02821,08-01-2024,campaign_A | FR
acct_02822,08-01-2024,campaign_A | FR
acct_02823,08-01-2024,campaign_A | FR
acct_02824,08-01-2024,campaign_A | FR
acct_02825,09-01-2024,campaign_A | FR
acct_02826,09-01-2024,campaign_A | FR
acct_02827,09-01-2024,campaign_A | FR
acct_02828,09-01-2024,campaign_A | FR
acct_02829,09-01-2024,campaign_A | FR
acct_02830,09-01-2024,campaign_A | FR
acct_02831,10-01-2024,campaign_A | FR
acct_02832,10-01-2024,campaign_A | FR
acct_02833,10-01-2024,campaign_A | FR
acct_02834,10-01-2024,campaign_A | FR
acct_02835,10-01-2024,campaign_A | FR
acct_02836,10-01-2024,campaign_A | FR
acct_01286,11-01-2024,campaign_A | FR
acct_02837,11-01-2024,campaign_A | FR
acct_02838,11-01-2024,campaign_A | FR
acct_02839,11-01-2024,campaign_A | FR
acct_02840,11-01-2024,campaign_A | FR
acct_02841,11-01-2024,campaign_A | FR
acct_02842,11-01-2024,campaign_A | FR
acct_02843,12-01-2024,campaign_A | FR
acct_02844,12-01-2024,campaign_A | FR
acct_02845,12-01-2024,campaign_A | FR
acct_02846,12-01-2024,campaign_A | FR
acct_02847,12-01-2024,campaign_A | FR
acct_02848,12-01-2024,campaign_A | FR
acct_02849,13-01-2024,campaign_A | FR
acct_02850,13-01-2024,campaign_A | FR
acct_02851,13-01-2024,campaign_A | FR
acct_02852,13-01-2024,campaign_A | FR
acct_02853,13-01-2024,campaign_A | FR
acct_02854,13-01-2024,campaign_A | FR
acct_02855,14-01-2024,campaign_A | FR
acct_02856,14-01-2024,campaign_A | FR
acct_02857,14-01-2024,campaign_A | FR
acct_02858,14-01-2024,campaign_A | FR
acct_02859,14-01-2024,campaign_A | FR
acct_02860,14-01-2024,campaign_A | FR
acct_02861,15-01-2024,campaign_A | FR
acct_02862,15-01-2024,campaign_A | FR
acct_02863,15-01-2024,campaign_A | FR
acct_02864,15-01-2024,campaign_A | FR
acct_02865,15-01-2024,campaign_A | FR
acct_02866,15-01-2024,campaign_A | FR
acct_01311,16-01-2024,campaign_A | FR
acct_02867,16-01-2024,campaign_A | FR
acct_02868,16-01-2024,campaign_A | FR
acct_02869,16-01-2024,campaign_A | FR
acct_02870,16-01-2024,campaign_A | FR
acct_02871,16-01-2024,campaign_A | FR
acct_02872,16-01-2024,campaign_A | FR
acct_02873,17-01-2024,campaign_A | FR
acct_02874,17-01-2024,campaign_A | FR
acct_02875,17-01-2024,campaign_A | FR
acct_02876,17-01-2024,campaign_A | FR
acct_02877,17-01-2024,campaign_A | FR
acct_02878,17-01-2024,campaign_A | FR
acct_02879,18-01-2024,campaign_A | FR
acct_02880,18-01-2024,campaign_A | FR
acct_02881,18-01-2024,campaign_A | FR
acct_02882,18-01-2024,campaign_A | FR
acct_02883,18-01-2024,campaign_A | FR
acct_02884,18-01-2024,campaign_A | FR
acct_01329,19-01-2024,campaign_A | FR
acct_02885,19-01-2024,campaign_A | FR
acct_02886,19-01-2024,campaign_A | FR
acct_02887,19-01-2024,campaign_A | FR
acct_02888,19-01-2024,campaign_A | FR
acct_02889,19-01-2024,campaign_A | FR
acct_02890,19-01-2024,campaign_A | FR
acct_02891,20-01-2024,campaign_A | FR
acct_02892,20-01-2024,campaign_A | FR
acct_02893,20-01-2024,campaign_A | FR
acct_02894,20-01-2024,campaign_A | FR
acct_02895,20-01-2024,campaign_A | FR
acct_02896,20-01-2024,campaign_A | FR
acct_02897,20-01-2024,campaign_A | FR
acct_02898,20-01-2024,campaign_A | FR
acct_02899,21-01-2024,campaign_A | FR
acct_02900,21-01-2024,campaign_A | FR
acct_02901,21-01-2024,campaign_A | FR
acct_02902,21-01-2024,campaign_A | FR
acct_02903,22-01-2024,campaign_A | FR
acct_02904,22-01-2024,campaign_A | FR
acct_02905,22-01-2024,campaign_A | FR
acct_02906,22-01-2024,campaign_A | FR
acct_02907,22-01-2024,campaign_A | FR
acct_02908,22-01-2024,campaign_A | FR
acct_02909,23-01-2024,campaign_A | FR
acct_02910,23-01-2024,campaign_A | FR
acct_02911,23-01-2024,campaign_A | FR
acct_02912,23-01-2024,campaign_A | FR
acct_02913,23-01-2024,campaign_A | FR
acct_02914,23-01-2024,campaign_A | FR
acct_02915,24-01-2024,campaign_A | FR
acct_02916,23-01-2024,campaign_A | FR
acct_02917,24-01-2024,campaign_A | FR
acct_02918,24-01-2024,campaign_A | FR
acct_02919,23-01-2024,campaign_A | FR
acct_02920,24-01-2024,campaign_A | FR
acct_02921,25-01-2024,campaign_A | FR
acct_02922,25-01-2024,campaign_A | FR
acct_02923,25-01-2024,campaign_A | FR
acct_02924,25-01-2024,campaign_A | FR
acct_02925,25-01-2024,campaign_A | FR
acct_02926,25-01-2024,campaign_A | FR
acct_02927,26-01-2024,campaign_A | FR
acct_02928,26-01-2024,campaign_A | FR
acct_02929,26-01-2024,campaign_A | FR
acct_02930,26-01-2024,campaign_A | FR
acct_02931,26-01-2024,campaign_A | FR
acct_02932,26-01-2024,campaign_A | FR
acct_01367,27-01-2024,campaign_A | FR
acct_02933,27-01-2024,campaign_A | FR
acct_02934,27-01-2024,campaign_A | FR
acct_02935,27-01-2024,campaign_A | FR
acct_02936,27-01-2024,campaign_A | FR
acct_02937,27-01-2024,campaign_A | FR
acct_02938,27-01-2024,campaign_A | FR
acct_02939,28-01-2024,campaign_A | FR
acct_02940,28-01-2024,campaign_A | FR
acct_02941,28-01-2024,campaign_A | FR
acct_02942,28-01-2024,campaign_A | FR
acct_02943,28-01-2024,campaign_A | FR
acct_02944,28-01-2024,campaign_A | FR
acct_02945,29-01-2024,campaign_A | FR
acct_02946,29-01-2024,campaign_A | FR
acct_02947,29-01-2024,campaign_A | FR
acct_02948,29-01-2024,campaign_A | FR
acct_02949,29-01-2024,campaign_A | FR
acct_02950,29-01-2024,campaign_A | FR
acct_02951,30-01-2024,campaign_A | FR
acct_02952,30-01-2024,campaign_A | FR
acct_02953,30-01-2024,campaign_A | FR
acct_02954,30-01-2024,campaign_A | FR
acct_02955,30-01-2024,campaign_A | FR
acct_02956,30-01-2024,campaign_A | FR
acct_01387,31-01-2024,campaign_A | FR
acct_02957,31-01-2024,campaign_A | FR
acct_02958,31-01-2024,campaign_A | FR
acct_02959,31-01-2024,campaign_A | FR
acct_02960,31-01-2024,campaign_A | FR
acct_02961,31-01-2024,campaign_A | FR
acct_02962,31-01-2024,campaign_A | FR
acct_01232,01-01-2024,campaign_B
acct_01233,12-01-2024,campaign_B
acct_01234,12-01-2024,campaign_B
acct_01235,01-01-2024,campaign_B
acct_01236,01-01-2024,campaign_B
acct_01237,01-01-2024,campaign_B
acct_01390,01-01-2024,campaign_B
acct_01391,01-01-2024,campaign_B
acct_01392,01-01-2024,campaign_B
acct_01393,01-01-2024,campaign_B
acct_01394,01-01-2024,campaign_B
acct_01395,01-01-2024,campaign_B
acct_01396,12-01-2024,campaign_B
acct_01548,17-01-2024,campaign_B
acct_01549,17-01-2024,campaign_B
acct_01550,17-01-2024,campaign_B
acct_01551,01-01-2024,campaign_B
acct_01552,01-01-2024,campaign_B
acct_01553,01-01-2024,campaign_B
acct_01554,01-01-2024,campaign_B
acct_01706,01-01-2024,campaign_B
acct_01707,01-01-2024,campaign_B
acct_01708,01-01-2024,campaign_B
acct_01709,01-01-2024,campaign_B
acct_01710,01-01-2024,campaign_B
acct_01711,01-01-2024,campaign_B
acct_01712,01-01-2024,campaign_B
acct_01239,02-01-2024,campaign_B
acct_01240,02-01-2024,campaign_B
acct_01241,02-01-2024,campaign_B
acct_01242,02-01-2024,campaign_B
acct_01243,02-01-2024,campaign_B
acct_01244,02-01-2024,campaign_B
acct_01397,02-01-2024,campaign_B
acct_01398,02-01-2024,campaign_B
acct_01399,02-01-2024,campaign_B
acct_01400,02-01-2024,campaign_B
acct_01401,02-01-2024,campaign_B
acct_01402,02-01-2024,campaign_B
acct_01555,02-01-2024,campaign_B
acct_01556,02-01-2024,campaign_B
acct_01557,02-01-2024,campaign_B
acct_01558,02-01-2024,campaign_B
acct_01559,02-01-2024,campaign_B
acct_01560,02-01-2024,campaign_B
acct_01713,02-01-2024,campaign_B
acct_01714,02-01-2024,campaign_B
acct_01715,21-01-2024,campaign_B
acct_01716,21-01-2024,campaign_B
acct_01717,02-01-2024,campaign_B
acct_01245,03-01-2024,campaign_B
acct_01247,03-01-2024,campaign_B
acct_01248,03-01-2024,campaign_B
acct_01249,03-01-2024,campaign_B
acct_01403,03-01-2024,campaign_B
acct_01404,03-01-2024,campaign_B
acct_01405,03-01-2024,campaign_B
acct_01406,03-01-2024,campaign_B
acct_01407,03-01-2024,campaign_B
acct_01561,03-01-2024,campaign_B
acct_01562,03-01-2024,campaign_B
acct_01563,03-01-2024,campaign_B
acct_01564,03-01-2024,campaign_B
acct_01565,03-01-2024,campaign_B
acct_01250,04-01-2024,campaign_B
acct_01251,04-01-2024,campaign_B
acct_01252,04-01-2024,campaign_B
acct_01253,04-01-2024,campaign_B
acct_01254,04-01-2024,campaign_B
acct_01408,04-01-2024,campaign_B
acct_01409,04-01-2024,campaign_B
acct_01410,04-01-2024,campaign_B
acct_01412,04-01-2024,campaign_B
acct_01566,04-01-2024,campaign_B
acct_01567,04-01-2024,campaign_B
acct_01568,04-01-2024,campaign_B
acct_01569,04-01-2024,campaign_B
acct_01570,04-01-2024,campaign_B
acct_01255,05-01-2024,campaign_B
acct_01256,05-01-2024,campaign_B
acct_01257,05-01-2024,campaign_B
acct_01258,05-01-2024,campaign_B
acct_01413,05-01-2024,campaign_B
acct_01414,05-01-2024,campaign_B
acct_01415,05-01-2024,campaign_B
acct_01416,05-01-2024,campaign_B
acct_01417,05-01-2024,campaign_B
acct_01571,05-01-2024,campaign_B
acct_01572,05-01-2024,campaign_B
acct_01573,05-01-2024,campaign_B
acct_01574,05-01-2024,campaign_B
acct_01575,05-01-2024,campaign_B
acct_01260,06-01-2024,campaign_B
acct_01261,06-01-2024,campaign_B
acct_01262,06-01-2024,campaign_B
acct_01263,06-01-2024,campaign_B
acct_01418,06-01-2024,campaign_B
acct_01419,06-01-2024,campaign_B
acct_01420,06-01-2024,campaign_B
acct_01421,06-01-2024,campaign_B
acct_01422,06-01-2024,campaign_B
acct_01576,06-01-2024,campaign_B
acct_01577,06-01-2024,campaign_B
acct_01578,06-01-2024,campaign_B
acct_01579,06-01-2024,campaign_B
acct_01580,06-01-2024,campaign_B
acct_01265,07-01-2024,campaign_B
acct_01266,07-01-2024,campaign_B
acct_01267,07-01-2024,campaign_B
acct_01268,07-01-2024,campaign_B
acct_01269,07-01-2024,campaign_B
acct_01423,07-01-2024,campaign_B
acct_01424,07-01-2024,campaign_B
acct_01425,07-01-2024,campaign_B
acct_01426,07-01-2024,campaign_B
acct_01427,07-01-2024,campaign_B
acct_01581,07-01-2024,campaign_B
acct_01582,07-01-2024,campaign_B
acct_01583,07-01-2024,campaign_B
acct_01584,07-01-2024,campaign_B
acct_01585,07-01-2024,campaign_B
acct_01270,08-01-2024,campaign_B
acct_01271,08-01-2024,campaign_B
acct_01272,08-01-2024,campaign_B
acct_01273,08-01-2024,campaign_B
acct_01274,08-01-2024,campaign_B
acct_01428,08-01-2024,campaign_B
acct_01429,08-01-2024,campaign_B
acct_01430,08-01-2024,campaign_B
acct_01431,08-01-2024,campaign_B
acct_01432,08-01-2024,campaign_B
acct_01586,08-01-2024,campaign_B
acct_01587,08-01-2024,campaign_B
acct_01588,08-01-2024,campaign_B
acct_01589,08-01-2024,campaign_B
acct_01590,08-01-2024,campaign_B
acct_01275,09-01-2024,campaign_B
acct_01276,09-01-2024,campaign_B
acct_01277,09-01-2024,campaign_B
acct_01278,09-01-2024,campaign_B
acct_01279,09-01-2024,campaign_B
acct_01433,09-01-2024,campaign_B
acct_01434,09-01-2024,campaign_B
acct_01435,09-01-2024,campaign_B
acct_01436,09-01-2024,campaign_B
acct_01437,09-01-2024,campaign_B
acct_01591,09-01-2024,campaign_B
acct_01592,09-01-2024,campaign_B
acct_01593,09-01-2024,campaign_B
acct_01594,09-01-2024,campaign_B
acct_01595,09-01-2024,campaign_B
acct_01280,10-01-2024,campaign_B
acct_01281,10-01-2024,campaign_B
acct_01282,10-01-2024,campaign_B
acct_01283,10-01-2024,campaign_B
acct_01284,10-01-2024,campaign_B
acct_01438,10-01-2024,campaign_B
acct_01439,10-01-2024,campaign_B
acct_01440,10-01-2024,campaign_B
acct_01441,10-01-2024,campaign_B
acct_01442,10-01-2024,campaign_B
acct_01596,10-01-2024,campaign_B
acct_01597,10-01-2024,campaign_B
acct_01598,10-01-2024,campaign_B
acct_01599,10-01-2024,campaign_B
acct_01600,10-01-2024,campaign_B
acct_01285,11-01-2024,campaign_B
acct_01287,11-01-2024,campaign_B
acct_01288,11-01-2024,campaign_B
acct_01289,11-01-2024,campaign_B
acct_01443,11-01-2024,campaign_B
acct_01444,11-01-2024,campaign_B
acct_01445,11-01-2024,campaign_B
acct_01446,11-01-2024,campaign_B
acct_01447,11-01-2024,campaign_B
acct_01601,11-01-2024,campaign_B
acct_01602,11-01-2024,campaign_B
acct_01603,11-01-2024,campaign_B
acct_01604,11-01-2024,campaign_B
acct_01605,11-01-2024,campaign_B
acct_01290,12-01-2024,campaign_B
acct_01291,12-01-2024,campaign_B
acct_01292,12-01-2024,campaign_B
acct_01293,12-01-2024,campaign_B
acct_01294,12-01-2024,campaign_B
acct_01448,12-01-2024,campaign_B
acct_01449,12-01-2024,campaign_B
acct_01450,12-01-2024,campaign_B
acct_01451,12-01-2024,campaign_B
acct_01452,12-01-2024,campaign_B
acct_01606,12-01-2024,campaign_B
acct_01607,12-01-2024,campaign_B
acct_01608,12-01-2024,campaign_B
acct_01609,12-01-2024,campaign_B
acct_01610,12-01-2024,campaign_B
acct_01295,13-01-2024,campaign_B
acct_01296,13-01-2024,campaign_B
acct_01297,13-01-2024,campaign_B
acct_01298,13-01-2024,campaign_B
acct_01299,13-01-2024,campaign_B
acct_01453,13-01-2024,campaign_B
acct_01454,13-01-2024,campaign_B
acct_01455,13-01-2024,campaign_B
acct_01456,13-01-2024,campaign_B
acct_01457,13-01-2024,campaign_B
acct_01611,13-01-2024,campaign_B
acct_01612,13-01-2024,campaign_B
acct_01613,13-01-2024,campaign_B
acct_01614,13-01-2024,campaign_B
acct_01615,13-01-2024,campaign_B
acct_01300,14-01-2024,campaign_B
acct_01301,14-01-2024,campaign_B
acct_01302,14-01-2024,campaign_B
acct_01303,14-01-2024,campaign_B
acct_01304,14-01-2024,campaign_B
acct_01458,14-01-2024,campaign_B
acct_01459,14-01-2024,campaign_B
acct_01460,14-01-2024,campaign_B
acct_01461,14-01-2024,campaign_B
acct_01462,14-01-2024,campaign_B
acct_01616,14-01-2024,campaign_B
acct_01617,14-01-2024,campaign_B
acct_01618,14-01-2024,campaign_B
acct_01619,14-01-2024,campaign_B
acct_01620,14-01-2024,campaign_B
acct_01305,15-01-2024,campaign_B
acct_01306,15-01-2024,campaign_B
acct_01307,15-01-2024,campaign_B
acct_01308,15-01-2024,campaign_B
acct_01309,15-01-2024,campaign_B
acct_01463,15-01-2024,campaign_B
acct_01464,15-01-2024,campaign_B
acct_01465,15-01-2024,campaign_B
acct_01466,15-01-2024,campaign_B
acct_01467,15-01-2024,campaign_B
acct_01621,15-01-2024,campaign_B
acct_01622,15-01-2024,campaign_B
acct_01623,15-01-2024,campaign_B
acct_01624,15-01-2024,campaign_B
acct_01625,15-01-2024,campaign_B
acct_01310,16-01-2024,campaign_B
acct_01312,16-01-2024,campaign_B
acct_01313,16-01-2024,campaign_B
acct_01314,16-01-2024,campaign_B
acct_01468,16-01-2024,campaign_B
acct_01469,16-01-2024,campaign_B
acct_01470,16-01-2024,campaign_B
acct_01471,16-01-2024,campaign_B
acct_01472,16-01-2024,campaign_B
acct_01626,16-01-2024,campaign_B
acct_01627,16-01-2024,campaign_B
acct_01628,16-01-2024,campaign_B
acct_01629,16-01-2024,campaign_B
acct_01630,16-01-2024,campaign_B
acct_01315,17-01-2024,campaign_B
acct_01316,17-01-2024,campaign_B
acct_01317,17-01-2024,campaign_B
